"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"51244","21A0200416","Créer un événement autour de la lecture","L","A0","Ouverture : F. Annycke, Festival Colères du Présent- Partage d'expériences : Organiser un événement livre et lectureS. Dumont-Fellows, BDS, formation, politique territorialeN. Casquinha, C. Vergne, documentalistes en lycées : organiser et participer à un prix littéraire D. Brisson, autrice, animatrice d'ateliers : Tous à la bibliothèque- Partage d'expériences : Lecture et public non-lecteurJ. Sgard, Mission Publics empêchés et éloignés, Médiathèque Jean Levy, Premier Prix Facile à Lire, Centre pénitentiaire Lille-SequedinS. Potigny, Lettres-Histoire, Jean-Baptiste Corot à Beauvais : Prix Fémina des lycéens, Lycée Corot de Beauvais.- Organiser un événement, boîte à outils de l'AR2LFinancements et partenaires, Charte des auteurs, animations : ateliers d'écriture, rencontre auteurs, expositions, événements nationaux, livret de l'AR2L4.Atelier d'écriture, atelier lecture à voix haute."," - Donner aux enseignants des pistes techniques pour la lecture à voix haute.- À travers des rencontres avec des professionnels de la médiation par le livre, permettre aux enseignants d'exprimer leurs questionnements et leurs difficultés - en particulier avec les élèves non-lecteurs ;- Rencontrer des professionnels du livre et de la lecture : directeur de festival et responsable de l'AR2L, professeur de métiers de livre et directrice d'une bibliothèque départementale, éditrice, autrice, animatrice d'ateliers d'écriture et de lecture, directeur du Cardan, médiatrice en milieu pénitencier, étudiants en métiers du livre, membres de l'AR2L.- Partage d'expériences et "" boite-à-outils "" avec des collègues ayant organisé des événements autour du livre.- Comment "" recycler "" à distance un événement conçu en présence.- Développer la ""Nuit de la Lecture"" dans les établissements scolaires.","Nov","ACU","020","6"
"51245","21A0200417","Lycéens et apprentis au cinéma - Films socles","N","A0","Matin : - Étude du film ""Certains l'aiment chaud"" - Travail sur le vocabulaire propre à l'analyse filmique Après-midi :- Étude du film d'animation ""J'ai perdu mon perdu mon corps"" avec un éclairage sur le travail du scénario.","Proposer aux participants des ressources, des outils d'analyse à transmettre aux élèves engagés dans le dispositif. Analyser les deux films socles (""J'ai perdu mon corps"" de Jérémy Clapin et ""Certains l'aiment chaud"" de Billy Wilder) et proposer des pistes d'études.","Nov","ACU","020","6"
"51246","21A0200417","Lycéens au cinéma - Films complémentaires","L","A0","La journée sera consacrée à l'étude et à l'exploitation possible en classe des trois films complémentaires disponibles pour les élèves dans le cadre de Lycéens et apprentis au cinéma : ""Pearl"" d'Elsa Amiel (film régional) ; ""Sans toit ni loi"" d'Agnès Varda ; ""The Host"" de Bong Joon-Ho."," - Imaginer comment étudier les trois films avec les élèves avant/après la projection : comment analyser des séquences filmiques ? Quels peuvent être les ressources et les outils dont les enseignant.es peuvent s'emparer pour faire acquérir aux élèves engagé.es dans le dispositif un vocabulaire spécifique d'analyse filmique ? Quels prolongements peut-on imaginer, notamment dans le cadre d'ateliers pratiques ?- Permettre aux enseignants d'acquérir des savoir et savoir-faire pour travailler plus largement l'éducation aux images dans leurs classes.","Jan","ACU","020","6"
"51247","21A0200418","Service archéologique - Aisne : Partenaire du PEAC","L","A0"," - Visite du service archéologique et de la salle de médiation.- Participation à  différents ateliers ( céramologie, anthropologie, palynologie, paléo-métallurgie, archéologie de la Grande guerre).- Présentation et utilisation des mallettes pédagogiques.","Proposer des projets et des activités archéologiques permettant aux enseignants de toutes disciplines d'enrichir et de renouveler leurs pratiques dans le cadre du PEAC.","Mar","ACU","020","6"
"51248","21A0200418","Utiliser la BD historique en classe","L","A0"," - Formation sur les usages de BD historiques en classe, animée par Thierry Lemaire, co-fondateur du site "" Cases d'Histoire "", associé au service des publics du Mémorial : les apports scientifiques de la BD, l'analyse de planches de BD, les plus-values que ce medium peut apporter dans une leçon d'Histoire, de Lettres, d'Arts plastiques- (re)Découverte du Mémorial : visite guidée, présentation des activités pédagogiques proposées par le service des publics (visites thématiques proposées et ateliers associés), de la programmation culturelle à venir (expositions, notamment autour de bandes dessinées historiques, résidence d'artiste). L'association "" On a marché sur la bulle "" interviendra également, pour présenter aux enseignants les activités qu'elle propose aux établissements scolaires (promotion de la lecture, sensibilisation à la BD, stage d'écriture, initiation aux codes de la BD....)."," - Donner aux enseignants des "" clés "" pour étudier une bande dessinée historique en classe (cycle 4 et lycée). - Présenter les plus-values que l'étude d'une bande dessinée avec des élèves peut apporter (dans une discipline ou dans un projet pluridisciplinaire), notamment dans le cadre des parcours (Parcours d'éducation artistique et culturelle, Parcours citoyen) et de l'acquisition des compétences du socle commun de compétences et de culture.","Nov","ACU","020","6"
"51249","21A0200418","Numérique et art","L","A0","L'exposition virtuelle. Grâce au dispositif ""matterport"" (parcours 3D de l'exposition via l'écran), l'exposition pourra être prolongée en classe, par des projets scolaires en "" distanciel "" au sein desquels le virtuel amplifie les connaissances acquises : ceci est particulièrement vrai pour les domaines de la technologie, de l'informatique et du numérique. Une des finalités : s'exercer aux compétences induites par les arts numériques. - De nouvelles réflexions pourront émerger et être débattues notamment dans les matières littéraires sur les dogmes technologiques, internet, la conscience universelle, la singularité numérique.","En s'inspirant de l'exposition ""Deus ex machina. Les nouveaux mythes de l'art numérique"", qui se tiendra à Soissons entre la mi-octobre 2021 et janvier 2022, la philosophie du projet de médiation repose sur la "" troisième loi "" de l'auteur de science-fiction Arthur C. Clark, définie dans l'essai ""Hazards of Prophecy : The failure of imagination"" : "" Toute technologie suffisamment avancée est indiscernable de la magie "".Ainsi, plusieurs sujets pourraient être étudiés et débattus:- La scénographie de l'exposition : diversité des technologies mises en oeuvre par les artistes, plutôt méconnues du grand public. - L'exposition : rôle des nouveaux médias dans l'interaction avec le public, notamment scolaires et parfois éloignés du monde muséal.- La médiation intégrée à la scénographie (hologrammes, messages cachés, notification, textes invisibles, robots) : niveaux de lecture et adaptation de l'exposition à tous les cycles.","Nov","ACU","020","6"
"51250","21A0200418","Patrimoine et numérique à Saint-Riquier","L","A0"," - Visite du lieu d'accueil.- Présentation des outils de médiation numérique de visite et récit de leur conception (médiateurs culturels de la structure).- Rencontre avec l'équipe de l'émission ""Faire l'Histoire"" (par le prisme des objets).- Atelier de réflexion et d'échange autour de la problématique de la formation.- Ateliers pratiques (DAAC et services éducatifs de Saint-Riquier)."," - (re)Découvrir un lieu culturel : l'Abbaye de Saint Riquier, qui a pour caractéristique d'avoir réfléchi à la manière d'intégrer au mieux le numérique dans la médiation culturelle tous publics. - Proposer des pistes de réflexions sur la question de l'utilisation du numérique au sens large dans la médiation culturelle d'un musée pour son public, mais aussi des enseignants pour leurs élèves, notamment dans le cadre du PEAC. Cette réflexion sera soutenue et approfondie avec la rencontre de l'équipe de la chaîne Arte responsable du format court ""Faire L'histoire"" (par le prisme des objets), qui renouvelle la médiation historique en centrant son propos sur des objets du quotidien. Les intervenants seront le producteur ou la directrice artistique de l'émission ainsi que M. Patrick Boucheron, professeur au Collège de France, auteur et responsable scientifique de l'émission.","Avr","ACU","020","6"
"51251","21A0200420","Préparation aux épreuves d'admissibilité","L","A0","Les fondamentaux du métier de formateur.","Accompagner les candidats dans la rédaction du dossier et préparer l'entretien avec le jury :Connaître les missions du Formateur AcadémiqueConnaître les attentes de l'épreuve d'admissibilité du CAFFADistinguer les différents types d'écrits professionnelsVerbaliser son expérience professionnelleIdentifier les compétences professionnelles développées ou à développerUtiliser des outils pour analyser son rapport d'activitéPréparer l'exposé et l'entretien (avoir des pistes)","Oct","RESA","020","9"
"51252","21A0200420","Accompagnement pour le rapport d'activité","N","B1","Accompagnement.","Accompagnement pour le rapport d'activité.","Fev","RESA","020","2"
"51253","21A0200421","Préparation aux épreuves d'admission","S","A0","La mise en oeuvre et l'animation d'une formation. L'ingénierie de la formation à distance. La conduite d'un tutorat.","Travailler sur les compétences professionnelles et la posture du formateur :- développer des compétences de formateur et de tuteur,- préparer l'épreuve pratique d'admission :  analyse d'une séance dans le cadre du tutorat ou  animation d'une action de formation professionnelle,- accompagner la réflexion pour la rédaction du mémoire,- préparer l'épreuve orale d'admission.","Oct","RESA","020","46"
"51254","21A0200421","Accompagnement individualisé","S","B1","Préparation de l'écrit et de l'oral","Accompagnement pour le mémoire et pour la soutenance","Nov","RESA","020","6"
"51255","21A0200421","Pratique accompagnée","S","B1","Accompagnement lors de la conception et l'animation d'une formation","Accompagner lors de la conception et l'animation d'une formation","Dec","RESA","020","3"
"51256","21A0200422","CAFFA Réunion d'information","N","A0","Présentation du CAFFA et de la préparation académique.","Connaître les épreuves du CAFFA et la préparation proposée pour l'admissibilité.","Oct","RESA","020","3"
"51257","21A0200423","Observer, être observé et mener l'entretien","S","B1","Initier l'observation et prendre en compte sa complexité, définir les objets d'observation.Interroger les pratiques du stagiaire et les mettre en mots, en rendre compte.Identifier et cibler des moments de formation.","Formation des tuteurs EPLE","Oct","RESA","020","15"
"51258","21A0200423","Formation des tuteurs infirmiers académiques","S","B1","Aborder les grands axes du tutorat des infirmiers, et apporter des notions nouvelles notamment sur la consultation infirmière, et sur le nouveau logiciel national qui nous a été annoncé ""liens"".Partir des expériences et du quotidien, réajuster les pratiques. Apports théoriques sur le tutorat et l'accompagnement.","Mettre en posture réflexive les tuteurs et réactualiser leurs connaissances.","Oct","RESA","020","12"
"51259","21A0200423","Formation des tuteurs PSY EN","S","B1","Initier l'observation et prendre en compte sa complexité, définir les objets d'observation.Interroger les pratiques du stagiaire et les mettre en mots, en rendre compte.Identifier et cibler des moments de formation.","Formation des tuteurs PSy EN","Oct","RESA","020","9"
"51260","21A0200423","Espace des tuteurs des néo non titulaires","N","B1","Parcours d'information sur les missions des référents/ tuteurs  d'un néo non titulaires et sur les textes qui régissent les non titulaires.Proposition d'outils de suivi pour l'accompagnement d'un personnel non titulaire.Accès au parcours "" Espace ressource des personnels non titulaires "".","Connaître les missions d'un référent de néo non titulaire.Découvrir des outils de suivi pour l'accompagnement d'un enseignant néo non titulaire.","Sep","RESA","020","3"
"51261","21A0200423","Former les tuteurs des néo non titulaires","S","B1","Travailler la posture d'accompagnement. Analyse de vidéos et d'entretiens retranscrit.Réflexion sur la mise en place d'une relation positive constructive.","Se former à l'observation, engager une réflexion sur les missions du tuteur.Interroger les pratiques de l'enseignant non titulaire et les mettre en mots.Repérer différentes interventions tutorales à visée formative","Oct","RESA","020","12"
"51262","21A0200423","Evaluer et en rendre compte","S","B1","Appréhender 4les composantes des compétences du référentiel à partir de différents outils, exploiter les supports mobilisés lors des phases d'observation et d'analyses de pratique professionnelle.Utiliser différents supports de communication pour rendre compte, valider des compétences en considérant l'évolution de la pratique professionnelle de l'enseignant.","Formation des tuteurs en EPLE","Nov","RESA","020","9"
"51263","21A0200423","Formation des tuteurs infirmiers en département","S","B1","Aborder les grands axes du tutorat des infirmiers, et apporter des notions nouvelles notamment sur la consultation infirmière, et sur le nouveau logiciel national qui nous a été annoncé ""liens"".Partir des expériences et du quotidien, réajuster les pratiques. Apports théoriques sur le tutorat et l'accompagnement.","Mettre en posture réflexive les tuteurs et réactualiser leurs connaissances.","Oct","RESA","020","12"
"51264","21A0200423","Former les tuteurs du dispositif Opera","S","B1","Travailler la posture d'accompagnement. Réflexion sur la mise en place d'une relation positive constructive.","Engager une réflexion sur les missions du tuteur.Repérer différentes interventions tutorales à visée formative","Sep","RESA","020","16"
"51265","21A0200423","Formation des tuteurs DAPT","N","B1","Travailler la posture d'accompagnement. Réflexion sur la mise en place d'une relation positive constructive.","Engager une réflexion sur les missions du tuteur.Repérer différentes interventions tutorales à visée formative","Oct","RESA","020","6"
"51266","21A0200424","Stage d'ouverture","L","A0","Stage de mise en pratique","Développer des connaissances et des pratiques en lien avec  le milieu professionnel.","Sep","OPE","020","30"
"51267","21A0200426","Piloter les dispositifs relais","S","Y0","Partager et recenser les bonnes pratiques, les difficultés - harmoniser les démarches -les outils -","Accompagner les intervenants en dispositifs relais -","Nov","COP","020","9"
"51268","21A0200426","Accompagner les dispositifs relais","L","Y0","1 journée d'étude sur le décrochage scolaire et la place du dispositif relais dans la cartographie globale","Accompagner les intervenants en dispositifs relais -  Partager et recenser les bonnes pratiques, les difficultés avec les différents interlocuteurs  - harmoniser les démarches -les outils -","Mar","COP","020","6"
"51269","21A0200426","Groupe de pilotage académique","S","Y0","Réunir le groupe de travail académique pour repérer des besoins, étudier des expérimentations, projeter des actions.","Accompagner les intervenants en dispositifs relais -  Partager et recenser les bonnes pratiques, les difficultés - harmoniser les démarches -les outils -","Oct","COP","020","12"
"51270","21A0200427","Aide au pilotage à l'orientation","L","Y1","Le contenu sera amené à évoluer lors de la conception finalisée avec le groupe cadres ART. Les pistes à ce jour:  Le cadre institutionnel posé avec notamment les derniers éléments article 3 de la la loi n°2018-771 du 5 septembre 2018 et le décret n°2019-218 du 21 mars 2019.  La partie plénière de début de formation s'appuie sur le parcours m@gistère national développé sur l'année 2019/2020 "" Pilotage de l'accompagnement à l'orientation"" . Travaux en atelier: Quels enjeux? pour l'élève (futur citoyen)? Pour l'EPLE? Poids/missions de chaque acteur (au sens acteur -personnels de l'E.N. , mais aussi acteur -Entité Education Nationale - Région), des responsables légaux? partenariats avec les entités de formations...Echanges de pratiques ( Comment analyser l'existant? ) pour déterminer des axes de progrès . Elaboration d'un parcours d'élève au delà du parcours de scolarité d'un seul EPLE","""Savoir accompagner l'élève dans son orientation"" est un enjeu majeur du système éducatif. Le pilotage de l'accompagnement à l'orientation dans les collèges et les lycées dans le cadre du nouveau partage de compétences Etat-régions et des nouveaux horaires dédiées est à amender, ajuster, enrichir. ""L'élève  acteur de son parcours"" ne doit pas demeurer un voeu pieux. Des réflexions doivent s'engager dans chaque EPLE, en collège par le biais du parcours Avenir, en lycée compte tenu des réformes en cours. Une formation en direction des cadres regroupant personnels de Direction, Directeurs de CIO et Inspecteurs,  a sens dans l'aide à ce pilotage, au-delà des échanges de pratiques.","Jan","COP","020","6"
"51271","21A0200428","Formation des référents numériques en collège","S","B0","Accueil des nouveaux référents et présentation des missions.Formations aux évolutions des applications de l'ENT et de son administration.Formations à l'utilisation des ressources numériques mises à disposition par les collectivités.Formation au GAR.","Permettre aux référents numériques, formateurs en établissement, d'accompagner les équipes pédagogiques dans les usages du numérique éducatif en lien avec les évolutions des outils et dans le respect de la conformité au RGPD.","Sep","NUM","020","7"
"51272","21A0200428","Formation des référents numériques en lycée","S","B0","Accueil des nouveaux référents et présentation des missions.Formations aux évolutions des applications de l'ENT et de son administration.Formations à l'utilisation des ressources numériques mises à disposition par les collectivités.Formation au GAR.","Permettre aux référents numériques, formateurs en établissement, d'accompagner les équipes pédagogiques dans les usages du numérique éducatif en lien avec les évolutions des outils et dans le respect de la conformité au RGPD.","Sep","NUM","020","7"
"51273","21A0200429","Ouvrir l'éventail des possibles aux élèves","N","Y0","Apports d'éléments théoriquesPrésentation de réalisationsTravaux collaboratifs","Comprendre les choix sexués des élèvesMesurer les conséquence de ces choixLutter contre les stéréotypesDécouvrir des pistes d'action au sein de la classe et de l'établissement","Fev","CLIM","020","6"
"51274","21A0200430","Cirque contemporain : Nouvelles approches","L","A0","Le matin : - Apport théorique (3h / Julien Rosemberg, directeur adjoint du Cirque Jules Verne).- Panorama sur les esthétiques du cirque contemporain.Le midi :Pour les enseignants qui le souhaitent, le déjeuner sera l'occasion d'un échange autour des missions du Cirque Jules Verne en présence de personnes de l'équipe.L'après-midi :- Apports artistiques et pratiques (Fanny Soriano, auteure et chorégraphe de la Cie Libertivore, et Pauline Barboux, artiste de cirque aérienne et interprète dans le spectacle "" Ether "").- Formation pratique basée sur un travail de "" partnership "" nourri de la matière acrobatique et chorégraphique du spectacle "" Ether "". - Partage d'outils techniques et de recherche pour une démarche créative faisant part à l'improvisation."," - Découvrir les esthétiques du cirque contemporain.- Découvrir une compagnie de cirque et sa démarche artistique : Compagnie Libertivore, accueillie avec son spectacle ""Ether"" (création 2021).- Apports artistiques et pratiques : en solo, duo ou en groupe, le travail artistique et pratique abordé dans le stage interrogera les frontières entre la danse et l'acrobatie / de l'expérience corporelle à la démarche de création.  - Connaître son environnement culturel : découvrir le Cirque Jules Verne - Pôle National Cirque et Arts de la Rue.","Nov","ACU","020","6"
"51275","21A0200430","Pratiquer le cinéma","L","A0","Contextualisation de l'expérimentation pratique à partir du champ référentiel.Mise en oeuvre des expérimentations sous forme d'ateliers progressifs de l'écriture à la réalisation prenant appui sur le logiciel Final Cut Pro.Expérimentations et mise en pratique à partir de contraintes d'écriture."," - S'approprier les enjeux de l'enseignement cinéma-audiovisuel.- Développer des compétences pratiques en cinéma audiovisuel (écriture de scénarios, tournage, dérushage, montage, approche de certaines questions comme le son, le trucage, etc.)- Mettre en relation le champ des références artistiques avec les expérimentations pratiques mises en oeuvre.","Mai","ACU","020","30"
"51276","21A0200430","Porter sa voix, bien lire, bien dire, bien parler","L","A0","Matinée :Introduction : Dire à voix haute, quelques règles simples pour porter sa voix, soigner sa diction, adopter une posture adéquate.Ateliers : - Atelier 1 : Slam - Exercices d'écriture et de dire  (Les Maquis'Arts)- Atelier 2 : Lecture à voix haute sur textes littéraires - Atelier 3 : Chorégraphies du dire Restitution collective sur scène de textes travaillés en atelier avec chorégraphie.Après-midi : Pour une rhétorique efficace : méthodes et recettes (M. Benillouche - Maître de conférence Droit)Exercices pratiques de rhétorique appliquée en groupes encadrés par les intervenants.Exercices de réduction des discours et déclamation sur scène.Bilan : comment transposer en classe les exercices pratiqués lors de la journée ?"," - Donner aux enseignants des outils pour former leurs élèves aux pratiques orales, prise de parole en continu et en interaction.- Placer les enseignants en situation d'utiliser leur voix, leur corps, leur gestuelle, pour favoriser une analyse réflexive en vue d'un transfert en classe.- Accompagner la mise en place du Grand Oral.- Favoriser l'égalité des chances à l'école par l'enseignement de l'oral.","Nov","ACU","020","6"
"51277","21A0200430","Le théâtre documentaire","L","A0"," - Accueil par l'ensemble de l'équipe chargée des relations publiques au Safran, la chargée de mission au service éducatif, la formatrice, la dramaturge.- Présentation du Safran : scène conventionnée, programmation, résidence d'artistes, ateliers.- Conférence de l'artiste (Céline Brunelle) autour du théâtre documentaire : définition, méthode de travail et de création.- Présentation de pistes pédagogiques en lien avec les programmes de collège et de lycée autour du théâtre documentaire par la formatrice et la chargée de mission au service éducatif : engagement, problématiques sociales et politiques.- Ateliers autour d'extraits de la pièce ""Du silence à l'explosion"" animés et encadrés par la formatrice, la missionnée et l'artiste.- Restitution et bilan de la journée.Mardi 23 novembre 2021 - 20h : Spectacle ""Du silence à l'explosion"""," - Sensibiliser les enseignants à une forme théâtrale mêlant différentes approches artistiques : danse, musique, arts numériques.- Définir le théâtre documentaire, étudier ses caractéristiques, ses enjeux. - Comprendre où et comment la dramaturge puise l'inspiration pour donner forme à sa création .- Etudier les étapes de création d'une pièce pluridisciplinaire.","Nov","ACU","020","6"
"51278","21A0200431","Evaluation","L","A0","Cette action propose aux stagiaires de réfléchir et travailler autour de l'évaluation, de ses enjeux, des appréciations et de l'évaluation par compétences. Ensemble nous verrons comment mettre l'évaluation au service des apprentissages des élèves. Cette action sera menée à travers divers apports et activités, en prenant appui sur des exemples concrets dans le but de faire émerger les gestes et pratiques permettant d'envisager l'évaluation comme un véritable rouage des apprentissages.","Développer des connaissances autour des différents types d'évaluation, notamment l'évaluation par compétences. Mettre en évidence et analyser différentes pratiques évaluatives. Envisager la place de l'évaluation dans les apprentissages.","Nov","OPE","020","9"
"51279","21A0200431","Echanges et analyse de pratique","L","A0","Cette action a pour but de proposer aux stagiaires de travailler ensemble et échanger pour se mettre en situation d'analyser leurs pratiques pédagogiques individuellement et collectivement notamment dans les domaines de la gestion de la classe et de la prise en charge de l'hétérogénéité des élèves. Cette action sera menée à travers diverses activités d'analyse de pratiques permettant de faire émerger les gestes professionnels mis en jeu dans les situations d'enseignement.","Développer des outils d'analyse de pratique professionnelle. Mettre en évidence puis développer les gestes professionnels permettant de mener à bien l'activité d'enseignement. Analyser et développer des compétences professionnelles, notamment dans les domaines de la gestion de classe, de l'hétérogénéité.","Sep","OPE","020","12"
"51280","21A0200431","Gestion de classe","L","A0","Confronter les gestes professionnels afin d'enseigner dans un environnement serein. Analyser des situations de classe. Analyser des vidéos. Effectuer des jeux de rôle.","Appréhender avec des outils et gestes professionnels les situations de conflit.","Oct","OPE","020","12"
"51281","21A0200431","Formation corps et voix","L","A0","CORPS : A la découverte du théâtre et du langage du corps; Écouter, mémoriser et restituer;  Improvisation professionnelle; les langages théâtrauxVOIX : à partir d'exercices vocaux et de jeux, chantés puis parlés (nasalisation des voyelles, déclamation, articulation, pose de la voix en public), trouver ou retrouver sa voix naturelle (sans utiliser le microphone) afin de provoquer chez les élèves l'intérêt et l'écoute, de "" faire autorité "" et d'imposer le respect. Développer le plaisir de s'exprimer devant une classe en suscitant le plaisir de l'écoute chez les élèves (travail sur le contenu des cours et l'oralisation).","Corps : mettre à disposition des enseignants les outils et techniques des comédiens pour mieux être, mieux faire et communiquer, pour apprendre à réagir à l'inattendu, pour gérer son stress et les conflits. La voix : Communiquer/Découvrir et apprivoiser sa voix/Prendre conscience de sa respiration et de ses résonances/Apprivoiser le trac/Acquérir les techniques vocales qui font un bon orateur/Jouer avec sa voix/Synchroniser la voix avec le regard et les gestes.","Sep","OPE","020","15"
"51282","21A0200431","Favoriser l'apprentissage de tous les élèves","L","A0","La discipline positive définie par J.Nelsen est une démarche de coopération entre enseignants et élèves utilisant les encouragements, la fermeté et la bienveillance afin de créer un climat propice aux apprentissages et de favoriser les conditions d'enseignement. Il s'agit également de permettre aux élèves de se remotiver pour l'apprentissage et de transformer les comportements "" violents "" en un désir d'apprendre renouvelé.","Enseigner les compétences sociales, émotionnelles et civiques nécessaires à l'épanouissement de l'élève. Regarder les incidents du quotidien comme des opportunités d'apprentissage.Contribuer à un climat porteur pour les apprentissages sociaux","Sep","OPE","020","9"
"51283","21A0200431","Droits et devoirs des enseignants","L","A0","Présenter le climat scolaire et les relations dans les établissements à partir des situations traitées chaque année par les ASL. 2/ Présenter les droits et obligations des enseignants : dans les relations professionnelles et hiérarchiques (droit à la rémunération, droit de grève, droit de retrait, protection juridique, obligation d'obéissance, de neutralité et de discrétion, sanctions disciplinaires.) et au regard de la législation civile et pénale (distinction responsabilité civile et pénale, l'enseignant en sa qualité de victime pénale).","Présenter les droits et obligations des enseignants","Sep","OPE","020","3"
"51284","21A0200431","Repenser la relation aux autres","L","A0","Les fondements de la communication. Des outils pour la gestion des conflits et des classes. Des outils pour la sanction. L'analyse de pratique","Trouver des outils concrets et accessibles pour mieux communiquer au quotidien - Analyser et comprendre ce qui se joue  dans un groupe et chez un élève par rapport à sa scolarité  et à son projet. Désamorcer des situations avant qu'elles ne deviennent des conflits difficiles et complexes. Pouvoir choisir une stratégie de communication adaptée. Savoir différencier Punition et Sanction. Être capable de faire la distinction entre violence, colère, comportements inadaptés dans la gestion e la classe. Savoir utiliser le langage symbolique dans la relation à l'autre, pour soi-même et en classe.","Nov","OPE","020","6"
"51285","21A0200431","L'interculturalité","L","A0","Appréhender la diversité culturelle et clarifier les situations d'incompréhension et de blocage dans les situations professionnelles. Repérer les marques d'appartenance, les effets ethnocentriques, les situations de valorisation/dévalorisation. Prévenir les tendances de rejet et de xénophobie. Faire de la diversité culturelle un levier dans la réussite scolaire et l'éducation à la citoyenneté.","Appréhender la diversité culturelle et clarifier les situations d'incompréhension et de blocage dans les situations professionnelles. Repérer les marques d'appartenance, les effets ethnocentriques, les situations de valorisation/dévalorisation. Prévenir les tendances de rejet et de xénophobie. Faire de la diversité culturelle un levier dans la réussite scolaire et l'éducation à la citoyenneté.","Oct","OPE","020","3"
"51286","21A0200431","CANOPE - Escape Game Elèves Besoins Particuliers","L","A0","La situation initiale du jeu - transmise par une courte vidéo - est l'annonce du départ à la retraite d'un enseignant qui a consacré sa longue carrière à la réussite de tous les élèves, y compris ceux présentant des besoins spécifiques. Les joueurs ont été sélectionnés pour prendre sa relève et bénéficier des nombreuses ressources qu'il a accumulées pour prendre en compte la diversité des élèves. Elles se trouvent dans son ordinateur mais il a oublié le mot de passe. Il convient aux joueurs de le découvrir en trouvant les indices et en résolvant les énigmes avant que les élèves n'arrivent en classe.","La mise en oeuvre du jeu vise à sensibiliser et former les enseignants à l'accueil d'un public d'élèves à besoins spécifiques en classe mais aussi à créer un esprit de groupe et à favoriser le travail collaboratif entre pairs.","Fev","OPE","020","3"
"51287","21A0200431","Prévenir et gérer le stress","L","A0","4 thèmes  : La confiance en soi. La gestion des émotions. La relation aux autres. La gestion des conflits","Développer l'auto-compassion et la bienveillance envers soi. Comprendre le rôle positif des émotions, apprendre à les apprivoiser.  Accéder à des ressources intérieures pour faire face aux situations sensibles.  Acquérir des techniques-clés en psychologie positive et relaxation. Acquérir des clés pour optimiser sa confiance, déployer l'affirmation de soi et gagner en sérénité et sécurité intérieure. Savoir canaliser son stress émotif. S'approprier les bases des techniques. Apprendre à développer des relations personnelles ou professionnelles harmonieuses et efficaces. Savoir dialoguer dans le respect de soi et de l'autre. Développer des ententes en pratiquant la Communication bienveillante. S'approprier des contenus théoriques abordés. Identifier la place, les limites et les possibilités d'actions de l'entourage professionnel. Utiliser des repères de communication en situation de conflit.","Nov","OPE","020","24"
"51288","21A0200431","Communiquer avec son image","L","A0","la COLORIMETRIE : Etude de votre palette de couleurs en accord avec votre harmonie naturelle. LE MORPHO VISAGE: étude de votre forme de visage visant à déterminer els différentes coupes de cheveux.  MORPHO STYLE : étude de votre morphologie corporelle, analyse de votre style vestimentaire.","Valoriser l'image d'un individu dans le respect de sa personnalité.","Jan","OPE","020","6"
"51289","21A0200432","Outils au service de la relation à l'élève","L","A0","Différentes approches d'enseignement en lien avec les nouvelles pratiques","Découvrir et acquérir de nouveaux outils d'enseignement","Oct","OPE","020","36"
"51290","21A0200432","Formation corps et voix","L","A0","La voix : à partir d'exercices vocaux et de jeux, chantés puis parlés (nasalisation des voyelles, déclamation, articulation, pose de la voix en public), trouver ou retrouver sa voix naturelle (sans utiliser le microphone) afin de provoquer chez les élèves l'intérêt et l'écoute, de "" faire autorité "" et d'imposer le respect. Développer le plaisir de s'exprimer devant une classe en suscitant le plaisir de l'écoute chez les élèves (travail sur le contenu des cours et l'oralisation). Le corps : découverte de son corps par le théâtre - Écouter, mémoriser, restituer - Séance 3 : Improvisations professionnelles - les langages théâtraux","CORPS : mettre à disposition des enseignants les outils et techniques des comédiens pour mieux être, mieux faire et communiquer, pour apprendre à réagir à l'inattendu, pour gérer son stress et les conflits . VOIX : trouver ou retrouver sa voix naturelle (sans utiliser le microphone) afin de provoquer chez les élèves l'intérêt et l'écoute, de "" faire autorité "" et d'imposer le respect. Développer le plaisir de s'exprimer devant une classe en suscitant le plaisir de l'écoute chez les élèves (travail sur le contenu des cours et l'oralisation).","Oct","OPE","020","18"
"51291","21A0200433","Nouveaux leviers de programmation Erasmus  21-27","S","A0","Donner des outils pour faire de la politique d'ouverture internationale un levier au service du projet d'établissement ou d'école et en cohérence avec le projet académique ; présenter les opportunités qu'offre la nouvelle programmation Erasmus  2021-2027 (procédures simplifiées, accès facilité au public scolaire et aux personnels, un budget augmenté).","Impulser des projets de coopération internationale, s'approprier les nouveaux outils et possibilités offerts par le programme Erasmus   2021-2027, connaître les modalités d'accompagnement par la DAREIC.","Sep","PLA","020","15"
"51292","21A0200434","Journée d'accueil des assistants de langue","N","A7","Outils et méthodes d'accompagnement des enseignants de langues vivantes","Développer les compétences pédagogiques des assistants de langue étrangère nouvellement affectés dans l'académie","Oct","PLA","020","6"
"51293","21A0200435","Les missions des DDFPT","L","G4"," - Les missions du DDFPT - Le plan de formation - Les filières de formation - La réforme de la voie professionnelle et de la voie technologique.- Le calendrier annuel","Présentation des missions des DDFPT et des filières technologiques et professionnelles.Réforme de la voie professionnelle et de la voie technologique.Le calendrier annuel du DDFPT.","Sep","EP","020","6"
